Name;URL;Codename;Cores;Clock;Socket;Process;L3 Cache;TDP;Released;Vendor
Xeon E5-2609;/cpu-specs/xeon-e5-2609.c966;Sandy Bridge-EP;4 ;2.4 GHz;Socket 2011;32 nm;10 MB;80 W;Mar 6th, 2012;Intel
Xeon E5-2620;/cpu-specs/xeon-e5-2620.c969;Sandy Bridge-EP;6  / 12;2 to 2.5 GHz;Socket 2011;32 nm;15 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2630;/cpu-specs/xeon-e5-2630.c970;Sandy Bridge-EP;6  / 12;2.3 to 2.8 GHz;Socket 2011;32 nm;15 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2630L;/cpu-specs/xeon-e5-2630l.c973;Sandy Bridge-EP;6  / 12;2 to 2.5 GHz;Socket 2011;32 nm;15 MB;60 W;Mar 6th, 2012;Intel
Xeon E5-2637;/cpu-specs/xeon-e5-2637.c968;Sandy Bridge-EP;2  / 4;3 to 3.5 GHz;Socket 2011;32 nm;5 MB;80 W;Mar 6th, 2012;Intel
Xeon E5-2640;/cpu-specs/xeon-e5-2640.c971;Sandy Bridge-EP;6  / 12;2.5 to 3 GHz;Socket 2011;32 nm;15 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2643;/cpu-specs/xeon-e5-2643.c967;Sandy Bridge-EP;4  / 8;3.3 to 3.5 GHz;Socket 2011;32 nm;10 MB;130 W;Mar 6th, 2012;Intel
Xeon E5-2648L;/cpu-specs/xeon-e5-2648l.c1687;Sandy Bridge-EP;8  / 16;1.8 to 2.3 GHz;Socket 2011;32 nm;20 MB;70 W;Mar 6th, 2012;Intel
Xeon E5-2650;/cpu-specs/xeon-e5-2650.c974;Sandy Bridge-EP;8  / 16;2 to 2.8 GHz;Socket 2011;32 nm;20 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2650L;/cpu-specs/xeon-e5-2650l.c982;Sandy Bridge-EP;8  / 16;1.8 to 2.3 GHz;Socket 2011;32 nm;20 MB;70 W;Mar 6th, 2012;Intel
Xeon E5-2658;/cpu-specs/xeon-e5-2658.c975;Sandy Bridge-EP;8  / 16;2.1 to 2.4 GHz;Socket 2011;32 nm;20 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2660;/cpu-specs/xeon-e5-2660.c976;Sandy Bridge-EP;8  / 16;2.2 to 3 GHz;Socket 2011;32 nm;20 MB;95 W;Mar 6th, 2012;Intel
Xeon E5-2665;/cpu-specs/xeon-e5-2665.c977;Sandy Bridge-EP;8  / 16;2.4 to 3.1 GHz;Socket 2011;32 nm;20 MB;115 W;Mar 6th, 2012;Intel
Xeon E5-2667;/cpu-specs/xeon-e5-2667.c972;Sandy Bridge-EP;6  / 12;2.9 to 3.5 GHz;Socket 2011;32 nm;15 MB;130 W;Mar 6th, 2012;Intel
Xeon E5-2670;/cpu-specs/xeon-e5-2670.c978;Sandy Bridge-EP;8  / 16;2.6 to 3.3 GHz;Socket 2011;32 nm;20 MB;115 W;Mar 6th, 2012;Intel
Xeon E5-2680;/cpu-specs/xeon-e5-2680.c979;Sandy Bridge-EP;8  / 16;2.7 to 3.5 GHz;Socket 2011;32 nm;20 MB;130 W;Mar 6th, 2012;Intel
Xeon E5-2687W;/cpu-specs/xeon-e5-2687w.c981;Sandy Bridge-EP;8  / 16;3.1 to 3.8 GHz;Socket 2011;32 nm;20 MB;150 W;Mar 6th, 2012;Intel
Xeon E5-2689;/cpu-specs/xeon-e5-2689.c3260;Sandy Bridge-EP;8  / 16;2.6 to 3.6 GHz;Socket 2011;32 nm;20 MB;115 W;Mar 6th, 2012;Intel
Xeon E5-2690;/cpu-specs/xeon-e5-2690.c980;Sandy Bridge-EP;8  / 16;2.9 to 3.8 GHz;Socket 2011;32 nm;20 MB;135 W;Mar 6th, 2012;Intel
Xeon E5-4603;/cpu-specs/xeon-e5-4603.c1465;Sandy Bridge-EP;4  / 8;2000 MHz;Socket 2011;32 nm;10 MB;95 W;May 14th, 2012;Intel
Xeon E5-4607;/cpu-specs/xeon-e5-4607.c1683;Sandy Bridge-EP;6  / 12;2.2 GHz;Socket 2011;32 nm;15 MB;95 W;May 14th, 2012;Intel
Xeon E5-4610;/cpu-specs/xeon-e5-4610.c1682;Sandy Bridge-EP;6  / 12;2.4 to 2.9 GHz;Socket 2011;32 nm;15 MB;130 W;May 14th, 2012;Intel
Xeon E5-4617;/cpu-specs/xeon-e5-4617.c1464;Sandy Bridge-EP;6  / 12;2.9 to 3.4 GHz;Socket 2011;32 nm;15 MB;130 W;May 14th, 2012;Intel
Xeon E5-4620;/cpu-specs/xeon-e5-4620.c1684;Sandy Bridge-EP;8  / 16;2.2 to 2.6 GHz;Socket 2011;32 nm;16 MB;130 W;May 14th, 2012;Intel
Xeon E5-4640;/cpu-specs/xeon-e5-4640.c1685;Sandy Bridge-EP;8  / 16;2.4 to 2.8 GHz;Socket 2011;32 nm;20 MB;95 W;May 14th, 2012;Intel
Xeon E5-4650;/cpu-specs/xeon-e5-4650.c1463;Sandy Bridge-EP;8  / 16;2.7 to 3.3 GHz;Socket 2011;32 nm;20 MB;130 W;May 14th, 2012;Intel
Xeon E5-4650L;/cpu-specs/xeon-e5-4650l.c1686;Sandy Bridge-EP;8  / 16;2.6 to 3.1 GHz;Socket 2011;32 nm;20 MB;115 W;May 14th, 2012;Intel
Xeon Phi 3110X;/cpu-specs/xeon-phi-3110x.c2052;Knights Corner;61  / 244;1053 MHz;PCIe x16;22 nm;N/A;300 W;Nov 12th, 2012;Intel
Xeon Phi 5110P;/cpu-specs/xeon-phi-5110p.c2029;Knights Corner;60  / 240;1053 MHz;PCIe x16;22 nm;N/A;225 W;Nov 12th, 2012;Intel
Xeon Phi 7110P;/cpu-specs/xeon-phi-7110p.c2035;Knights Corner;61  / 244;1250 MHz;PCIe x16;22 nm;N/A;300 W;Nov 12th, 2012;Intel
Xeon Phi 7110X;/cpu-specs/xeon-phi-7110x.c2036;Knights Corner;61  / 244;1250 MHz;PCIe x16;22 nm;N/A;300 W;Nov 12th, 2012;Intel
Xeon Phi SE10P;/cpu-specs/xeon-phi-se10p.c2033;Knights Corner;61  / 244;1100 MHz;PCIe x16;22 nm;N/A;300 W;Nov 12th, 2012;Intel
Xeon Phi SE10X;/cpu-specs/xeon-phi-se10x.c2034;Knights Corner;61  / 244;1100 MHz;PCIe x16;22 nm;N/A;300 W;Nov 12th, 2012;Intel
A4-3300;/cpu-specs/a4-3300.c807;Llano;2 ;2.5 GHz;Socket FM1;32 nm;N/A;65 W;Sep 7th, 2011;AMD
A4-3300M;/cpu-specs/a4-3300m.c885;Llano;2 ;1.9 to 2.5 GHz;Socket FS1;32 nm;N/A;35 W;Jun 14th, 2011;AMD
A4-3305M;/cpu-specs/a4-3305m.c886;Llano;2 ;1.9 to 2.5 GHz;Socket FS1;32 nm;N/A;35 W;Jun 14th, 2011;AMD
A4-3310MX;/cpu-specs/a4-3310mx.c887;Llano;2 ;2.1 to 2.5 GHz;Socket FS1;32 nm;N/A;35 W;Jun 14th, 2011;AMD
A4-3320M;/cpu-specs/a4-3320m.c888;Llano;2 ;2 to 2.6 GHz;Socket FS1;32 nm;N/A;35 W;Dec 20th, 2011;AMD
A4-3330MX;/cpu-specs/a4-3330mx.c889;Llano;2 ;2.2 to 2.6 GHz;Socket FS1;32 nm;N/A;45 W;Dec 20th, 2011;AMD
A4-3400;/cpu-specs/a4-3400.c806;Llano;2 ;2.7 GHz;Socket FM1;32 nm;N/A;65 W;Sep 7th, 2011;AMD
A4-3420;/cpu-specs/a4-3420.c882;Llano;2 ;2.8 GHz;Socket FM1;32 nm;N/A;65 W;Dec 20th, 2011;AMD
A6-3400M;/cpu-specs/a6-3400m.c890;Llano;4 ;1.4 to 2.3 GHz;Socket FS1;32 nm;N/A;35 W;Jun 14th, 2011;AMD
A6-3410MX;/cpu-specs/a6-3410mx.c891;Llano;4 ;1.6 to 2.3 GHz;Socket FS1;32 nm;N/A;45 W;Jun 14th, 2011;AMD
A6-3420M;/cpu-specs/a6-3420m.c892;Llano;4 ;1.5 to 2.4 GHz;Socket FS1;32 nm;N/A;35 W;Dec 20th, 2011;AMD
A6-3430MX;/cpu-specs/a6-3430mx.c893;Llano;4 ;1.7 to 2.4 GHz;Socket FS1;32 nm;N/A;45 W;Dec 20th, 2011;AMD
A6-3500;/cpu-specs/a6-3500.c776;Llano;3 ;2.1 to 2.4 GHz;Socket FM1;32 nm;N/A;65 W;Aug 17th, 2011;AMD
A6-3600;/cpu-specs/a6-3600.c788;Llano;4 ;2.1 to 2.4 GHz;Socket FM1;32 nm;N/A;65 W;Jun 30th, 2011;AMD
A6-3620;/cpu-specs/a6-3620.c881;Llano;4 ;2.2 to 2.5 GHz;Socket FM1;32 nm;N/A;65 W;Dec 20th, 2011;AMD
A6-3650;/cpu-specs/a6-3650.c741;Llano;4 ;2.6 GHz;Socket FM1;32 nm;N/A;100 W;Jun 30th, 2011;AMD
A6-3670K;/cpu-specs/a6-3670k.c879;Llano;4 ;2.7 GHz;Socket FM1;32 nm;N/A;100 W;Dec 20th, 2011;AMD
A8-3500M;/cpu-specs/a8-3500m.c894;Llano;4 ;1.5 to 2.4 GHz;Socket FS1;32 nm;N/A;35 W;Jun 14th, 2011;AMD
A8-3510MX;/cpu-specs/a8-3510mx.c895;Llano;4 ;1.8 to 2.5 GHz;Socket FS1;32 nm;N/A;45 W;Jun 14th, 2011;AMD
A8-3520M;/cpu-specs/a8-3520m.c896;Llano;4 ;1.6 to 2.5 GHz;Socket FS1;32 nm;N/A;35 W;Dec 20th, 2011;AMD
A8-3530MX;/cpu-specs/a8-3530mx.c897;Llano;4 ;1.9 to 2.6 GHz;Socket FS1;32 nm;N/A;45 W;Jun 14th, 2011;AMD
A8-3550MX;/cpu-specs/a8-3550mx.c898;Llano;4 ;2 to 2.7 GHz;Socket FS1;32 nm;N/A;45 W;Dec 20th, 2011;AMD
A8-3800;/cpu-specs/a8-3800.c789;Llano;4 ;2.4 to 2.7 GHz;Socket FM1;32 nm;N/A;65 W;Jun 30th, 2011;AMD
A8-3820;/cpu-specs/a8-3820.c880;Llano;4 ;2.5 to 2.8 GHz;Socket FM1;32 nm;N/A;65 W;Dec 20th, 2011;AMD
A8-3850;/cpu-specs/a8-3850.c740;Llano;4 ;2.9 GHz;Socket FM1;32 nm;N/A;100 W;Jun 30th, 2011;AMD
A8-3870K;/cpu-specs/a8-3870k.c878;Llano;4 ;3 GHz;Socket FM1;32 nm;N/A;100 W;Dec 20th, 2011;AMD
Athlon II X2 270;/cpu-specs/athlon-ii-x2-270.c1526;Regor;2 ;3.4 GHz;Socket AM3;45 nm;N/A;65 W;Jul 1st, 2011;AMD
Athlon II X3 425e;/cpu-specs/athlon-ii-x3-425e.c767;Rana;3 ;2.7 GHz;Socket AM3;45 nm;N/A;45 W;May 3rd, 2011;AMD
Athlon II X3 460;/cpu-specs/athlon-ii-x3-460.c769;Rana;3 ;3.4 GHz;Socket AM3;45 nm;N/A;95 W;May 3rd, 2011;AMD
Athlon II X4 620e;/cpu-specs/athlon-ii-x4-620e.c782;Propus;4 ;2.6 GHz;Socket AM3;45 nm;N/A;45 W;May 3rd, 2011;AMD
Athlon II X4 631;/cpu-specs/athlon-ii-x4-631.c777;Llano;4 ;2.6 GHz;Socket FM1;32 nm;N/A;100 W;Aug 17th, 2011;AMD
Athlon II X4 651;/cpu-specs/athlon-ii-x4-651.c871;Llano;4 ;3 GHz;Socket FM1;32 nm;N/A;100 W;Nov 14th, 2011;AMD
Athlon II X4 651K;/cpu-specs/athlon-ii-x4-651k.c1048;Llano;4 ;3 GHz;Socket FM1;32 nm;N/A;100 W;Nov 14th, 2011;AMD
C-30;/cpu-specs/c-30.c794;Ontario;1 ;1200 MHz;Socket FT1;40 nm;N/A;9 W;Jan 4th, 2011;AMD
C-50;/cpu-specs/c-50.c795;Ontario;2 ;1000 MHz;Socket FT1;40 nm;N/A;9 W;Jan 4th, 2011;AMD
C-60;/cpu-specs/c-60.c796;Ontario;2 ;1000 to 1333 MHz;Socket FT1;40 nm;N/A;9 W;Aug 22nd, 2011;AMD
E-240;/cpu-specs/e-240.c793;Zacate;1 ;1500 MHz;Socket FT1;40 nm;N/A;18 W;Jan 4th, 2011;AMD
E-300;/cpu-specs/e-300.c792;Zacate;2 ;1300 MHz;Socket FT1;40 nm;N/A;18 W;Aug 22nd, 2011;AMD
E-350;/cpu-specs/e-350.c790;Zacate;2 ;1600 MHz;Socket FT1;40 nm;N/A;18 W;Jan 4th, 2011;AMD
E-450;/cpu-specs/e-450.c791;Zacate;2 ;1650 MHz;Socket FT1;40 nm;N/A;18 W;Aug 22nd, 2011;AMD
E2-3000M;/cpu-specs/e2-3000m.c884;Llano;2 ;1.8 to 2.4 GHz;Socket FS1;32 nm;N/A;35 W;Dec 20th, 2011;AMD
E2-3200;/cpu-specs/e2-3200.c883;Llano;2 ;2.4 GHz;Socket FM1;32 nm;N/A;65 W;Sep 7th, 2011;AMD
FX-4100;/cpu-specs/fx-4100.c828;Zambezi;4 ;3.6 to 3.8 GHz;Socket AM3+;32 nm;8 MB;95 W;Oct 12th, 2011;AMD
FX-6100;/cpu-specs/fx-6100.c827;Zambezi;6 ;3.3 to 3.9 GHz;Socket AM3+;32 nm;8 MB;95 W;Oct 12th, 2011;AMD
FX-8100;/cpu-specs/fx-8100.c962;Zambezi;8 ;2.8 to 3.7 GHz;Socket AM3+;32 nm;8 MB;95 W;Oct 12th, 2011;AMD
FX-8120;/cpu-specs/fx-8120.c826;Zambezi;8 ;3.1 to 4 GHz;Socket AM3+;32 nm;8 MB;125 W;Oct 12th, 2011;AMD
FX-8150;/cpu-specs/fx-8150.c825;Zambezi;8 ;3.6 to 4.2 GHz;Socket AM3+;32 nm;8 MB;125 W;Oct 12th, 2011;AMD
Opteron 4226;/cpu-specs/opteron-4226.c3681;Valencia;6 ;2.7 to 3.1 GHz;Socket C32;32 nm;8 MB;95 W;Nov 14th, 2011;AMD
Opteron 4228 HE;/cpu-specs/opteron-4228-he.c3682;Valencia;6 ;2.8 to 3.6 GHz;Socket C32;32 nm;8 MB;65 W;Nov 14th, 2011;AMD
Opteron 4230 HE;/cpu-specs/opteron-4230-he.c3683;Valencia;6 ;2.9 to 3.7 GHz;Socket C32;32 nm;8 MB;65 W;Nov 14th, 2011;AMD
Opteron 4234;/cpu-specs/opteron-4234.c3684;Valencia;6 ;3.1 to 3.5 GHz;Socket C32;32 nm;8 MB;95 W;Nov 14th, 2011;AMD
Opteron 4238;/cpu-specs/opteron-4238.c3685;Valencia;6 ;3.3 to 3.7 GHz;Socket C32;32 nm;8 MB;95 W;Nov 14th, 2011;AMD
Opteron 4256 EE;/cpu-specs/opteron-4256-ee.c3687;Valencia;8 ;1.6 to 2.8 GHz;Socket C32;32 nm;8 MB;35 W;Nov 14th, 2011;AMD
Opteron 4274 HE;/cpu-specs/opteron-4274-he.c3688;Valencia;8 ;2.5 to 3.5 GHz;Socket C32;32 nm;8 MB;65 W;Nov 14th, 2011;AMD
Opteron 4280;/cpu-specs/opteron-4280.c3690;Valencia;8 ;2.8 to 3.5 GHz;Socket C32;32 nm;8 MB;95 W;Nov 14th, 2011;AMD
Opteron 4284;/cpu-specs/opteron-4284.c3691;Valencia;8 ;3 to 3.7 GHz;Socket C32;32 nm;8 MB;95 W;Nov 14th, 2011;AMD
Opteron 6180 SE;/cpu-specs/opteron-6180-se.c2763;Magny-Cours;12 ;2.5 GHz;Socket G34;45 nm;12 MB;140 W;Feb 14th, 2011;AMD
Opteron 6262 HE;/cpu-specs/opteron-6262-he.c1112;Interlagos;16 ;1.6 to 2.9 GHz;Socket G34;32 nm;16 MB;85 W;Nov 14th, 2011;AMD
Opteron 6272;/cpu-specs/opteron-6272.c1302;Interlagos;16 ;2.1 to 3 GHz;Socket G34;32 nm;16 MB;115 W;Nov 14th, 2011;AMD
Opteron 6274;/cpu-specs/opteron-6274.c1301;Interlagos;16 ;2.2 to 3.1 GHz;Socket G34;32 nm;16 MB;115 W;Nov 14th, 2011;AMD
Opteron 6276;/cpu-specs/opteron-6276.c1300;Interlagos;16 ;2.3 to 3.2 GHz;Socket G34;32 nm;8 MB;115 W;Nov 14th, 2011;AMD
Opteron 6282 SE;/cpu-specs/opteron-6282-se.c1298;Interlagos;16 ;2.6 to 3.3 GHz;Socket G34;32 nm;8 MB;140 W;Nov 14th, 2011;AMD
Phenom II X4 650T;/cpu-specs/phenom-ii-x4-650t.c752;Zosma;4 ;2.7 to 3.2 GHz;Socket AM3;45 nm;4 MB;95 W;Jul 1st, 2011;AMD
Phenom II X4 840;/cpu-specs/phenom-ii-x4-840.c749;Propus;4 ;3.2 GHz;Socket AM3;45 nm;N/A;95 W;Jan 4th, 2011;AMD
Phenom II X4 850;/cpu-specs/phenom-ii-x4-850.c750;Propus;4 ;3.3 GHz;Socket AM3;45 nm;N/A;95 W;Jun 1st, 2011;AMD
Phenom II X4 975 BE;/cpu-specs/phenom-ii-x4-975-be.c700;Deneb;4 ;3.6 GHz;Socket AM3;45 nm;6 MB;125 W;Jan 4th, 2011;AMD
Phenom II X4 980 BE;/cpu-specs/phenom-ii-x4-980-be.c702;Deneb;4 ;3.7 GHz;Socket AM3;45 nm;6 MB;125 W;May 3rd, 2011;AMD
Sempron 130;/cpu-specs/sempron-130.c822;Sargas;1 ;2.6 GHz;Socket AM3;45 nm;N/A;45 W;Aug 1st, 2011;AMD
Z-01;/cpu-specs/z-01.c1179;Desna;2 ;1000 MHz;Socket FT1;40 nm;N/A;6 W;Jun 1st, 2011;AMD
Atom D2500;/cpu-specs/atom-d2500.c1401;Cedarview;2  / 4;1867 MHz;BGA 437;32 nm;N/A;10 W;Nov 1st, 2011;Intel
Atom D2550;/cpu-specs/atom-d2550.c1402;Cedarview;2  / 4;1867 MHz;BGA 437;32 nm;N/A;10 W;Nov 1st, 2011;Intel
Atom D2700;/cpu-specs/atom-d2700.c1403;Cedarview;2  / 4;2.133 GHz;BGA 437;32 nm;N/A;10 W;Nov 1st, 2011;Intel
Atom N2600;/cpu-specs/atom-n2600.c1407;Cedarview;2  / 4;1600 MHz;BGA 559;32 nm;N/A;4 W;Dec 1st, 2011;Intel
Atom N2800;/cpu-specs/atom-n2800.c1406;Cedarview;2  / 4;1867 MHz;BGA 559;32 nm;N/A;7 W;Dec 1st, 2011;Intel
Atom N570;/cpu-specs/atom-n570.c1409;Pineview;2  / 4;1667 MHz;BGA 559;45 nm;N/A;9 W;Mar 1st, 2011;Intel
Atom Z650;/cpu-specs/atom-z650.c1434;Lincroft;1 ;1200 MHz;BGA 518;45 nm;N/A;3 W;Apr 11th, 2011;Intel
Atom Z670;/cpu-specs/atom-z670.c1435;Lincroft;1 ;1500 MHz;BGA 518;45 nm;N/A;3 W;Apr 11th, 2011;Intel
Celeron 725C;/cpu-specs/celeron-725c.c1582;Sandy Bridge;1 ;1300 MHz;BGA 1023;32 nm;1.5 MB;17 W;Jul 1st, 2011;Intel
Celeron 787;/cpu-specs/celeron-787.c1331;Sandy Bridge;1 ;1300 MHz;BGA 1023;32 nm;1.5 MB;17 W;Jul 1st, 2011;Intel
Celeron 847;/cpu-specs/celeron-847.c1334;Sandy Bridge;2 ;1100 MHz;BGA 1023;32 nm;2 MB;17 W;Jun 19th, 2011;Intel
Celeron 857;/cpu-specs/celeron-857.c1335;Sandy Bridge;2 ;1200 MHz;BGA 1023;32 nm;2 MB;17 W;Jul 1st, 2011;Intel
Celeron B710;/cpu-specs/celeron-b710.c1322;Sandy Bridge;1 ;1600 MHz;Socket G2 (988B);32 nm;1.5 MB;35 W;Jun 19th, 2011;Intel
Celeron B800;/cpu-specs/celeron-b800.c1325;Sandy Bridge;2 ;1500 MHz;Socket G2 (988B);32 nm;2 MB;35 W;Jun 19th, 2011;Intel
Celeron B810;/cpu-specs/celeron-b810.c1326;Sandy Bridge;2 ;1600 MHz;Socket G2 (988B);32 nm;2 MB;35 W;Mar 1st, 2011;Intel
Celeron B840;/cpu-specs/celeron-b840.c1330;Sandy Bridge;2 ;1900 MHz;Socket G2 (988B);32 nm;2 MB;35 W;Jul 1st, 2011;Intel
Celeron G440;/cpu-specs/celeron-g440.c831;Sandy Bridge;1 ;1600 MHz;Socket 1155;32 nm;1 MB;35 W;Sep 4th, 2011;Intel
Celeron G460;/cpu-specs/celeron-g460.c870;Sandy Bridge;1 ;1800 MHz;Socket 1155;32 nm;1.5 MB;35 W;Dec 12th, 2011;Intel
Celeron G530;/cpu-specs/celeron-g530.c824;Sandy Bridge;2 ;2.4 GHz;Socket 1155;32 nm;2 MB;65 W;Sep 4th, 2011;Intel
Celeron G530T;/cpu-specs/celeron-g530t.c830;Sandy Bridge;2 ;2000 MHz;Socket 1155;32 nm;2 MB;35 W;Sep 4th, 2011;Intel
Celeron G540;/cpu-specs/celeron-g540.c829;Sandy Bridge;2 ;2.5 GHz;Socket 1155;32 nm;2 MB;65 W;Sep 4th, 2011;Intel
Celeron G540T;/cpu-specs/celeron-g540t.c1647;Sandy Bridge;2 ;2.1 GHz;Socket 1155;32 nm;2 MB;35 W;Sep 4th, 2011;Intel
Celeron G550T;/cpu-specs/celeron-g550t.c1648;Sandy Bridge;2 ;2.2 GHz;Socket 1155;32 nm;2 MB;35 W;Sep 4th, 2011;Intel
Pentium 350;/cpu-specs/pentium-350.c869;Sandy Bridge;2  / 4;1200 MHz;Socket 1155;32 nm;3 MB;15 W;Nov 21st, 2011;Intel
Pentium 957;/cpu-specs/pentium-957.c1318;Sandy Bridge;2 ;1200 MHz;BGA 1023;32 nm;2 MB;17 W;Jun 19th, 2011;Intel
Pentium 967;/cpu-specs/pentium-967.c1319;Sandy Bridge;2 ;1300 MHz;BGA 1023;32 nm;2 MB;17 W;Oct 2nd, 2011;Intel
Pentium B940;/cpu-specs/pentium-b940.c1313;Sandy Bridge;2 ;2000 MHz;Socket G2 (988B);32 nm;2 MB;35 W;Jun 19th, 2011;Intel
Pentium B950;/cpu-specs/pentium-b950.c1314;Sandy Bridge;2 ;2.1 GHz;Socket G2 (988B);32 nm;2 MB;35 W;Jun 19th, 2011;Intel
Pentium B960;/cpu-specs/pentium-b960.c1315;Sandy Bridge;2 ;2.2 GHz;Socket G2 (988B);32 nm;2 MB;35 W;Oct 2nd, 2011;Intel
Pentium G620;/cpu-specs/pentium-g620.c770;Sandy Bridge;2 ;2.6 GHz;Socket 1155;32 nm;3 MB;65 W;May 22nd, 2011;Intel
Pentium G620T;/cpu-specs/pentium-g620t.c771;Sandy Bridge;2 ;2.2 GHz;Socket 1155;32 nm;3 MB;35 W;May 22nd, 2011;Intel
Pentium G622;/cpu-specs/pentium-g622.c772;Sandy Bridge;2 ;2.6 GHz;Socket 1155;32 nm;3 MB;65 W;May 22nd, 2011;Intel
Pentium G630;/cpu-specs/pentium-g630.c802;Sandy Bridge;2 ;2.7 GHz;Socket 1155;32 nm;3 MB;65 W;Sep 4th, 2011;Intel
Pentium G630T;/cpu-specs/pentium-g630t.c803;Sandy Bridge;2 ;2.3 GHz;Socket 1155;32 nm;3 MB;35 W;Sep 4th, 2011;Intel
Pentium G632;/cpu-specs/pentium-g632.c804;Sandy Bridge;2 ;2.7 GHz;Socket 1155;32 nm;3 MB;65 W;Sep 4th, 2011;Intel
Pentium G6960;/cpu-specs/pentium-g6960.c715;Clarkdale;2 ;2.933 GHz;Socket 1156;32 nm;3 MB;73 W;Jan 9th, 2011;Intel
Pentium G840;/cpu-specs/pentium-g840.c773;Sandy Bridge;2 ;2.8 GHz;Socket 1155;32 nm;3 MB;65 W;May 22nd, 2011;Intel
Pentium G850;/cpu-specs/pentium-g850.c774;Sandy Bridge;2 ;2.9 GHz;Socket 1155;32 nm;3 MB;65 W;May 22nd, 2011;Intel
Pentium G860;/cpu-specs/pentium-g860.c805;Sandy Bridge;2 ;3 GHz;Socket 1155;32 nm;3 MB;65 W;Sep 4th, 2011;Intel
Pentium P6300;/cpu-specs/pentium-p6300.c1359;Arrandale;2 ;2.266 GHz;Socket G1;32 nm;3 MB;35 W;Jan 9th, 2011;Intel
Pentium U5600;/cpu-specs/pentium-u5600.c1360;Arrandale;2 ;1333 MHz;BGA 1288;32 nm;3 MB;18 W;Jan 9th, 2011;Intel
Core i3-2100;/cpu-specs/core-i3-2100.c736;Sandy Bridge;2  / 4;3.1 GHz;Socket 1155;32 nm;3 MB;65 W;Feb 20th, 2011;Intel
Core i3-2100T;/cpu-specs/core-i3-2100t.c738;Sandy Bridge;2  / 4;2.5 GHz;Socket 1155;32 nm;3 MB;35 W;Feb 20th, 2011;Intel
Core i3-2102;/cpu-specs/core-i3-2102.c800;Sandy Bridge;2  / 4;3.1 GHz;Socket 1155;32 nm;3 MB;65 W;Jun 1st, 2011;Intel
Core i3-2105;/cpu-specs/core-i3-2105.c737;Sandy Bridge;2  / 4;3.1 GHz;Socket 1155;32 nm;3 MB;65 W;May 22nd, 2011;Intel
Core i3-2120;/cpu-specs/core-i3-2120.c739;Sandy Bridge;2  / 4;3.3 GHz;Socket 1155;32 nm;3 MB;65 W;Feb 20th, 2011;Intel
Core i3-2120T;/cpu-specs/core-i3-2120t.c799;Sandy Bridge;2  / 4;2.6 GHz;Socket 1155;32 nm;3 MB;35 W;Sep 4th, 2011;Intel
Core i3-2125;/cpu-specs/core-i3-2125.c798;Sandy Bridge;2  / 4;3.3 GHz;Socket 1155;32 nm;3 MB;65 W;Sep 4th, 2011;Intel
Core i3-2130;/cpu-specs/core-i3-2130.c797;Sandy Bridge;2  / 4;3.4 GHz;Socket 1155;32 nm;3 MB;65 W;Sep 4th, 2011;Intel
Core i3-2310E;/cpu-specs/core-i3-2310e.c1389;Sandy Bridge;2  / 4;2.1 GHz;BGA 1023;32 nm;3 MB;35 W;Feb 1st, 2011;Intel
Core i3-2310M;/cpu-specs/core-i3-2310m.c1347;Sandy Bridge;2  / 4;2.1 GHz;BGA 1023;32 nm;3 MB;35 W;Feb 1st, 2011;Intel
Core i3-2310M;/cpu-specs/core-i3-2310m.c1346;Sandy Bridge;2  / 4;2.1 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Feb 1st, 2011;Intel
Core i3-2312M;/cpu-specs/core-i3-2312m.c1345;Sandy Bridge;2  / 4;2.1 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Mar 1st, 2011;Intel
Core i3-2312M;/cpu-specs/core-i3-2312m.c1652;Sandy Bridge;2  / 4;2.1 GHz;BGA 1023;32 nm;3 MB;35 W;Sep 1st, 2011;Intel
Core i3-2330E;/cpu-specs/core-i3-2330e.c1390;Sandy Bridge;2  / 4;2.2 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Jun 1st, 2011;Intel
Core i3-2330M;/cpu-specs/core-i3-2330m.c1344;Sandy Bridge;2  / 4;2.2 GHz;BGA 1023;32 nm;3 MB;35 W;Jun 1st, 2011;Intel
Core i3-2330M;/cpu-specs/core-i3-2330m.c1342;Sandy Bridge;2  / 4;2.2 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Jun 1st, 2011;Intel
Core i3-2332M;/cpu-specs/core-i3-2332m.c1651;Sandy Bridge;2  / 4;2.2 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Sep 1st, 2011;Intel
Core i3-2340UE;/cpu-specs/core-i3-2340ue.c1394;Sandy Bridge;2  / 4;1300 MHz;BGA 1023;32 nm;3 MB;17 W;Jun 1st, 2011;Intel
Core i3-2350M;/cpu-specs/core-i3-2350m.c1312;Sandy Bridge;2  / 4;2.3 GHz;Socket G2 (988B);32 nm;3 MB;35 W;Oct 1st, 2011;Intel
